epoch;accuracy;loss
2;0.7430522441864014;0.9512763023376465
3;0.7405459880828857;0.9598321914672852
4;0.7507307529449463;0.9224663972854614
5;0.754818320274353;0.8975064158439636
6;0.7591742873191833;0.8842278718948364
7;0.7303041815757751;1.000913381576538
8;0.7483615279197693;0.9296054244041443
9;0.7382510304450989;0.9682234525680542
10;0.7397638559341431;0.9613614678382874
11;0.7568449974060059;0.8890279531478882
12;0.7662590742111206;0.852964460849762
13;0.7644093632698059;0.8621843457221985
14;0.7457582354545593;0.9344427585601807
15;0.7391758561134338;0.960013747215271
16;0.7648318409919739;0.8598378896713257
17;0.7672067284584045;0.8442869782447815
18;0.749075174331665;0.9210944771766663
19;0.7493377923965454;0.921442985534668
0;0.7261937260627747;1.0249643325805664
1;0.7372062802314758;0.9674901962280273
2;0.7603389024734497;0.8722053170204163
3;0.7675892114639282;0.8443537354469299
4;0.7751592993736267;0.8185800909996033
5;0.7742458581924438;0.8203449845314026
6;0.7671039700508118;0.8435419201850891
7;0.6960790753364563;1.1729658842086792
8;0.6185460686683655;1.5047813653945923
9;0.6668893098831177;1.2688744068145752
10;0.6910266876220703;1.1603974103927612
11;0.7040944695472717;1.1073596477508545
12;0.60328608751297;1.5619654655456543
13;0.6517834663391113;1.3330552577972412
14;0.6752814650535583;1.2326897382736206
15;0.6935100555419922;1.1533048152923584
16;0.7073656916618347;1.089809536933899
17;0.7228996753692627;1.0254018306732178
18;0.7343403697013855;0.9736180901527405
19;0.7367210388183594;0.964079737663269
20;0.7409855723381042;0.9514800310134888
21;0.6852720975875854;1.2184412479400635
22;0.6884862184524536;1.1857671737670898
23;0.7074741125106812;1.1009774208068848
24;0.7198682427406311;1.0426113605499268
25;0.7281119227409363;1.0037418603897095
26;0.7359046339988708;0.9727737903594971
27;0.7359502911567688;0.9758076667785645
28;0.7528088092803955;0.9090390205383301
29;0.7595909833908081;0.8803075551986694
30;0.763307511806488;0.8590983748435974
31;0.7670925259590149;0.8444263339042664
32;0.773144006729126;0.8256719708442688
33;0.7733609676361084;0.8190745711326599
34;0.7743657231330872;0.8162314891815186
35;0.7762097120285034;0.8086111545562744
36;0.7743257880210876;0.8177691698074341
37;0.7647061944007874;0.8537099361419678
38;0.7222431302070618;1.0431814193725586
39;0.7146445512771606;1.0598840713500977
40;0.729915976524353;0.9973472356796265
41;0.7555833458900452;0.8878272771835327
42;0.7661677002906799;0.8397905230522156
43;0.7697243690490723;0.830762505531311
44;0.7755760550498962;0.8050798177719116
45;0.7798691391944885;0.7874017357826233
46;0.7780251502990723;0.8006301522254944
47;0.7713971138000488;0.8208762407302856
48;0.7762268781661987;0.8047977685928345
49;0.7295448780059814;1.0004048347473145
